binding_id,node_id,node_name,binding_target_id,binding_target_title,binding_type,project_id,task_id,resource_type,learning_activity_type,student_action,student_output,assessment_output,binding_status,audit_status,risk_level,source_file,notes
BV03-0134,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-341,IMG-341 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,可用类问题路测图需标注。
BV03-0135,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-342,IMG-342 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,光链路故障证据需标注。
BV03-0136,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-343,IMG-343 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,可用类复测图需重绘。
BV03-0137,P4T2-N01,P4T2-N01,R-01,投诉线索归类互动,overall_prototype_resource,P4,P4-T2,互动,互动,投诉线索归类互动,样章内已有学习活动,样章内已有学习活动,样章内已有学习活动,教学模拟，待专业复核,medium,samples/digital_textbook_overall_prototype/data.js,教学模拟，待专业复核
BV03-0138A,P4T2-N03,读覆盖指标,R-02,覆盖/移动性指标表,overall_prototype_resource,P4,P4-T2,表格,表格,覆盖/移动性指标表,样章内已有,样章内已有,样章内已有,阈值待专业复核,medium,samples/digital_textbook_overall_prototype/data.js,覆盖指标部分阈值待专业复核
BV03-0138B,P4T2-N04,读移动性指标,R-02,覆盖/移动性指标表,overall_prototype_resource,P4,P4-T2,表格,表格,覆盖/移动性指标表,样章内已有,样章内已有,样章内已有,阈值待专业复核,medium,samples/digital_textbook_overall_prototype/data.js,移动性指标部分阈值待专业复核
BV03-0139,P4T2-N05,P4T2-N05,R-03,指标行标注活动,overall_prototype_resource,P4,P4-T2,互动,互动,指标行标注活动,样章内已有学习活动,样章内已有学习活动,样章内已有学习活动,教学模拟，待专业复核,medium,samples/digital_textbook_overall_prototype/data.js,教学模拟，待专业复核
BV03-0140A,P4T2-N07,形成验收结论,R-04,结论拼装与修正句,overall_prototype_resource,P4,P4-T2,学习单,学习单,结论拼装与修正句,样章内已有,样章内已有,样章内已有,待一线试看,medium,samples/digital_textbook_overall_prototype/data.js,验收结论拼装待一线试看
BV03-0140B,P4T2-N08,修正职业表达,R-04,结论拼装与修正句,overall_prototype_resource,P4,P4-T2,学习单,学习单,结论拼装与修正句,样章内已有,样章内已有,样章内已有,待一线试看,medium,samples/digital_textbook_overall_prototype/data.js,职业表达修正待一线试看
BV03-0141,P4-T2,任务2：5G网络优化结果验证,R-05,教师2课时带教材料,overall_prototype_resource,P4,P4-T2,教师材料,教师材料,教师2课时带教材料,样章内已有,样章内已有,样章内已有,待一线教师试看,medium,samples/digital_textbook_overall_prototype/data.js,任务级教师材料，覆盖P4T2-N01至P4T2-N08
BV03-0142,COURSE-5G-NETOPT,5G网络优化教材（高级）,R-06,全书媒体池,overall_prototype_resource,全书,多任务,图片/截图,图片/截图,全书媒体池,已抽取，未治理完成,已抽取，未治理完成,已抽取，未治理完成,不可默认发布,high,samples/digital_textbook_overall_prototype/data.js,全课程媒体治理池，不直接等同于可发布资源
BV03-0143,COURSE-5G-NETOPT,5G网络优化教材（高级）,R-07,课程能力图谱跨层映射表,overall_prototype_resource,全书,18个任务,结构化数据,结构化数据,课程能力图谱跨层映射表,已形成,已形成,已形成,需后续专家复核图谱合理性,medium,samples/digital_textbook_overall_prototype/data.js,课程级结构化映射，覆盖CG-01至CG-07
BV03A-INC-P2T2-001,P2T2-N01,判断测试异常现象与影响范围,P2T2A-C01,测试异常情境卡,resource_card,P2,P2-T2,text_card;case_card;classification_table,case_intro;problem_classification,阅读现场异常情境，写出异常现象、影响范围和初步类型。,测试异常现象判断单,测试异常现象判断单,planned,pending_professional_review,medium,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,用一个完整情境引入任务，避免先讲零散设备问题。
BV03A-INC-P2T2-002,P2T2-N02,按排查路径处理设备、软件与数据问题,P2T2A-C02,设备与供电排查分支卡,resource_card,P2,P2-T2,text_card;process_table;worksheet,process_ordering;troubleshooting,按GPS、终端、扫频仪、USB端口、供电顺序排查设备类问题。,测试问题排查记录单,测试问题排查记录单,planned,pending_professional_review,high,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,作为P2T2-N02下的分支资源，不单独上升为图谱节点。
BV03A-INC-P2T2-003,P2T2-N02,按排查路径处理设备、软件与数据问题,P2T2A-C03,软件与授权排查分支卡,resource_card,P2,P2-T2,flowchart;worksheet,process_ordering;troubleshooting,按授权、端口、驱动、软件重启、电脑替换等步骤排查软件连接问题。,测试问题排查记录单,测试问题排查记录单,planned,pending_professional_review,medium,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,作为P2T2-N02下的分支资源，不单独上升为图谱节点。
BV03A-INC-P2T2-004,P2T2-N02,按排查路径处理设备、软件与数据问题,P2T2A-C04,数据保存与完整性检查卡,resource_card,P2,P2-T2,checklist;worksheet,data_checking;risk_checking,检查硬盘空间、采集文件、字段完整性和可分析性。,测试问题排查记录单,测试问题排查记录单,planned,pending_professional_review,medium,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,该分支与P2-T3 LOG导入形成前置关系。
BV03A-INC-P2T2-005,P2T2-N02,按排查路径处理设备、软件与数据问题,IMG-083,车载逆变器图片,media_asset_review,P2,P2-T2,image;redrawn_image,risk_checking,评估图片是否可用于教学并提出重绘或标注要求。,媒体审查记录,硬件图片媒体审查记录,planned,pending_media_review,high,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,原教材图片不可默认发布，建议重绘为供电异常判断示意图。
BV03A-INC-P2T2-006,P2T2-N03,完成现场协调与责任升级,P2T2A-C05,现场协调升级卡,resource_card,P2,P2-T2,scenario_card;matching,role_matching;communication_routing,根据测试车辆、客户接口、业主阻拦和后台支撑场景选择责任人。,现场协调升级记录,现场协调升级记录,planned,pending_professional_review,medium,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,强调禁止越权承诺和及时反馈边界。
BV03A-INC-P2T2-007,P2T2-N04,形成问题处理闭环记录与预案,P2T2A-C06,GPS打点失败案例复盘表,resource_card,P2,P2-T2,case_table;worksheet,case_analysis;troubleshooting,复盘GPS打点失败案例并判断问题原因和处理措施。,测试问题闭环记录与预案,测试问题闭环记录与预案,planned,pending_professional_review,medium,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,来自原教材经典案例，仍需专业教师确认表述和处理流程。
BV03A-INC-P2T2-008,P2T2-N04,形成问题处理闭环记录与预案,P2T2A-C07,测试问题闭环记录模板,resource_card,P2,P2-T2,worksheet;report_template,case_analysis;reflection_summary,把问题现象、排查过程、处理措施、责任人和结果写成闭环记录。,测试问题闭环记录与预案,测试问题闭环记录与预案,planned,pending_professional_review,medium,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,作为后续P2-T3数据分析的问题背景。
BV03A-INC-P2T2-009,P2T2-N04,形成问题处理闭环记录与预案,P2T2A-C08,测试问题预案模板,resource_card,P2,P2-T2,worksheet;template,reflection_summary;risk_checking,根据问题类型补充下次测试前的预防检查项。,测试问题闭环记录与预案,测试问题闭环记录与预案,planned,pending_professional_review,medium,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,用于把一次问题处理转化为可复用预案。
BV031A-INC-P3T3-001,P3T3-N01,明确参数检查场景与检查对象,P3T3-C01,参数检查情境卡,resource_card,P3,P3-T3,case_card;text_card;classification_table,case_intro;problem_classification,阅读掉话、切换异常、速率下降等情境，选择无线、传输或核心网检查对象。,参数检查任务单,参数检查任务单,planned,pending_professional_review,medium,reports/P3-T3增量补拆修订说明V0.3.1A.md,用情境启动任务，避免学生先面对大量参数公式。
BV031A-INC-P3T3-002,P3T3-N01,明确参数检查场景与检查对象,P3T3-W01,参数检查任务单,assessment_output,P3,P3-T3,worksheet;rubric,case_intro;problem_classification,填写问题现象、检查对象、需要查看的数据和预期产出。,参数检查任务单,参数检查任务单,planned,pending_professional_review,medium,reports/P3-T3增量补拆修订说明V0.3.1A.md,评价学生是否能把问题现象转化为参数检查任务。
BV031A-INC-P3T3-003,P3T3-N02,识读容量、覆盖与功率参数口径,P3T3-C02A,容量参数读法卡,resource_card,P3,P3-T3,formula_card;parameter_table;worked_example;worksheet,formula_annotation;data_reading,标出资源占比、等效TBS、区域吞吐量和单扇区能力等变量，说明它们支持的容量判断。,规划参数读法与边界表,规划参数读法与边界表,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,把容量计算拆成教学化读法卡，避免直接堆公式。
BV031A-INC-P3T3-004,P3T3-N02,识读容量、覆盖与功率参数口径,P3T3-C02B,覆盖与链路预算参数读法卡,resource_card,P3,P3-T3,formula_card;parameter_table;worked_example;worksheet,formula_annotation;boundary_checking,标出发射功率、天线增益、噪声、灵敏度、路损和覆盖距离等变量，说明它们支持的覆盖判断。,规划参数读法与边界表,规划参数读法与边界表,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,覆盖和链路预算公式必须专业复核，不能写成通用结论。
BV031A-INC-P3T3-005,P3T3-N02,识读容量、覆盖与功率参数口径,P3T3-C02C,功率与接入参数边界表,resource_card,P3,P3-T3,formula_card;parameter_table;worked_example;worksheet,parameter_comparison;boundary_checking,把功率、接入、测量事件、MCS、HARQ等参数归类，写出能说明什么和不能说明什么。,规划参数读法与边界表,规划参数读法与边界表,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,参数范围需专业复核，不能写成通用阈值。
BV031A-INC-P3T3-006,P3T3-N02,识读容量、覆盖与功率参数口径,P3T3-W02,规划参数读法与边界表,assessment_output,P3,P3-T3,worksheet;rubric,formula_annotation;boundary_checking,填写每类参数能支持的判断、不能直接说明的问题和需补查材料。,规划参数读法与边界表,规划参数读法与边界表,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,用于约束学生不能只背公式或只抄参数范围。
BV031A-INC-P3T3-007,P3T3-N03,完成无线侧参数查询、导出与差异比较,P3T3-C04,无线侧参数查询路径卡,resource_card,P3,P3-T3,redrawn_image;process_table;worksheet,process_ordering;data_checking,按网管入口、无线侧、站点、小区参数、导出数据的路径排序。,无线参数差异检查记录,无线参数差异检查记录,planned,pending_media_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,原教材网管截图需重绘为教学化流程图。
BV031A-INC-P3T3-008,P3T3-N03,完成无线侧参数查询、导出与差异比较,P3T3-C05,无线参数差异比较表,resource_card,P3,P3-T3,parameter_table;worksheet;comparison_table,parameter_comparison;data_checking,比较现网数据、导出数据和目标配置，标出差异项和复核风险。,无线参数差异检查记录,无线参数差异检查记录,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,差异项不等于故障结论，需连接业务现象和专业复核。
BV031A-INC-P3T3-009,P3T3-N03,完成无线侧参数查询、导出与差异比较,IMG-173-176,无线网管参数检查截图组,media_asset_review,P3,P3-T3,image;redrawn_image,risk_checking,评估无线网管主界面、无线侧入口、参数窗口和导出窗口是否需要重绘、标注或替换。,媒体审查记录,无线网管截图媒体审查记录,planned,pending_media_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,包含image173、image174、image175、image176，涉及非通用仿真或网管软件截图，不能裸用。
BV031A-INC-P3T3-010,P3T3-N03,完成无线侧参数查询、导出与差异比较,P3T3-W03,无线参数差异检查记录,assessment_output,P3,P3-T3,worksheet;rubric,parameter_comparison;data_checking,提交无线参数差异检查记录，说明差异项、影响判断和下一步复核。,无线参数差异检查记录,无线参数差异检查记录,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,评价重点是是否能解释差异含义，而不是只截屏。
BV031A-INC-P3T3-011,P3T3-N04,完成传输侧参数查询与承载参数核对,P3T3-C06,传输承载场景读图卡,resource_card,P3,P3-T3,scenario_card;redrawn_image;text_card,data_reading;risk_checking,根据D-RAN、C-RAN、前传、回传场景判断需要核对的传输参数。,传输参数核对记录,传输参数核对记录,planned,pending_media_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,OTN、PTN、SPN和前回传图应重绘为教学版。
BV031A-INC-P3T3-012,P3T3-N04,完成传输侧参数查询与承载参数核对,P3T3-C07,传输参数核对表,resource_card,P3,P3-T3,parameter_table;checklist;worksheet,parameter_comparison;risk_checking,核对CIR、PIR、本地优先级、告警门限、路由策略和带宽等参数。,传输参数核对记录,传输参数核对记录,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,传输参数是否异常必须结合承载场景和业务要求。
BV031A-INC-P3T3-013,P3T3-N04,完成传输侧参数查询与承载参数核对,IMG-155-165,传输组网与网管截图组,media_asset_review,P3,P3-T3,image;redrawn_image,risk_checking,评估传输承载方案图、带宽需求图和传输网管截图是否需要重绘、标注或替换。,媒体审查记录,传输图示与网管截图媒体审查记录,planned,pending_media_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,包含image155至image165，正式资源化前需分图审查。
BV031A-INC-P3T3-014,P3T3-N04,完成传输侧参数查询与承载参数核对,P3T3-W04,传输参数核对记录,assessment_output,P3,P3-T3,worksheet;rubric,parameter_comparison;risk_checking,提交传输参数核对记录，说明承载风险、需补查数据和是否影响业务。,传输参数核对记录,传输参数核对记录,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,评价学生是否能把参数表和承载场景联系起来。
BV031A-INC-P3T3-015,P3T3-N05,完成核心网参数查询与业务控制参数核对,P3T3-C08,核心网功能与QoS概念卡,resource_card,P3,P3-T3,concept_card;table;text_card,terminology_matching;data_reading,把AMF、SMF、UPF、QoS等概念与参数检查任务对应起来。,核心网参数核对记录,核心网参数核对记录,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,概念解释必须服务当前参数检查任务，不能扩展成协议讲义。
BV031A-INC-P3T3-016,P3T3-N05,完成核心网参数查询与业务控制参数核对,P3T3-C09,核心网控制参数核对表,resource_card,P3,P3-T3,parameter_table;worksheet;checklist,parameter_comparison;risk_checking,核对核心网控制类参数、QoS参数和业务控制相关参数。,核心网参数核对记录,核心网参数核对记录,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,协议参数和默认值需要通信专业教师复核。
BV031A-INC-P3T3-017,P3T3-N05,完成核心网参数查询与业务控制参数核对,IMG-172-177,核心网参数检查入口与查询截图组,media_asset_review,P3,P3-T3,image;redrawn_image,risk_checking,评估核心网参数检查入口和参数查询窗口截图是否需要重绘、标注或替换。,媒体审查记录,核心网截图媒体审查记录,planned,pending_media_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,包含image172和image177，原截图不能默认进入正式数字教材。
BV031A-INC-P3T3-018,P3T3-N05,完成核心网参数查询与业务控制参数核对,P3T3-W05,核心网参数核对记录,assessment_output,P3,P3-T3,worksheet;rubric,parameter_comparison;risk_checking,提交核心网参数核对记录，说明参数用途、业务影响和复核风险。,核心网参数核对记录,核心网参数核对记录,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,评价重点是参数用途和业务影响，而不是抄默认值。
BV031A-INC-P3T3-019,P3T3-N06,形成参数异常清单与后续处理建议,P3T3-C10,A3事件未触发切换案例复盘卡,resource_card,P3,P3-T3,case_table;worksheet;text_card,case_analysis;problem_diagnosis,复盘A3事件未触发切换案例，区分邻区配置、目标小区状态和XN链路问题。,参数异常清单与处理建议,参数异常清单与处理建议,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,案例可教学化使用，但结论和图示需专业复核。
BV031A-INC-P3T3-020,P3T3-N06,形成参数异常清单与后续处理建议,IMG-178-179,A3事件未触发切换案例截图组,media_asset_review,P3,P3-T3,image;redrawn_image,risk_checking,评估邻区关系、目标小区状态和XN链路故障截图是否需要重绘、标注或替换。,媒体审查记录,A3事件案例截图媒体审查记录,planned,pending_media_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,补齐V0.3.1遗漏的经典案例图片媒体审查挂接，不能裸用。
BV031A-INC-P3T3-021,P3T3-N06,形成参数异常清单与后续处理建议,P3T3-C11,参数异常清单模板,resource_card,P3,P3-T3,worksheet;comparison_table;rubric,proposal_matching;conclusion_writing,把无线、传输、核心网检查结果汇总为异常项、影响范围、处理建议和复核状态。,参数异常清单与处理建议,参数异常清单与处理建议,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,模板需保留待复核、待重绘、需补查等状态字段。
BV031A-INC-P3T3-022,P3T3-N06,形成参数异常清单与后续处理建议,P3T3-RPT01,参数检查处理建议模板,assessment_output,P3,P3-T3,report_template;worksheet;rubric,proposal_matching;conclusion_writing;risk_checking,写出处理建议、适用边界、是否进入参数设置和后续复测方式。,参数异常清单与处理建议,参数异常清单与处理建议,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,评价学生能否把参数检查结果转为后续任务入口。
BV032A-INC-P1T3-001,P1T3-N01,完成投诉应答与处理边界判断,P1T3-C01,投诉类型与紧急程度判断卡,resource_card,P1,P1-T3,text_card;case_card;classification_table,case_intro;evidence_classification,阅读投诉描述，判断普通、紧急、升级、批量或重复投诉，并说明处理边界。,投诉受理与分类记录,投诉受理与分类记录,planned,pending_professional_review,medium,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,投诉分类来自原文，但分类边界涉及运营商制度，需专业复核。
BV032A-INC-P1T3-002,P1T3-N01,完成投诉应答与处理边界判断,P1T3-C02,应答原则与升级边界卡,resource_card,P1,P1-T3,text_card;scenario_card;checklist,risk_checking;correction_revision,判断话术中是否存在推诿、越权承诺、未取得客户同意或未说明升级边界的问题。,投诉受理与分类记录,投诉受理与分类记录,planned,pending_editorial_review,medium,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,重点治理服务表达和处理承诺，不把话术当作可直接背诵文本。
BV032A-INC-P1T3-003,P1T3-N01,完成投诉应答与处理边界判断,P1T3-W01,投诉受理分类单,assessment_output,P1,P1-T3,worksheet;rubric,evidence_classification;risk_checking,填写投诉来源、紧急程度、升级风险、首问责任和下一步记录要求。,投诉受理与分类记录,投诉受理与分类记录,planned,pending_professional_review,medium,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,评价学生能否把投诉入口转化为可处理任务，而不是只背分类名称。
BV032A-INC-P1T3-004,P1T3-N02,核实投诉关键信息并填写信息单,P1T3-C03,投诉信息字段核对卡,resource_card,P1,P1-T3,text_card;checklist;worksheet,data_checking;risk_checking,从客户口述中提取时间、地点、业务类型、终端型号、号码、频率和影响范围。,用户投诉信息单,用户投诉信息单,planned,pending_editorial_review,high,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,把原文表格字段转为教学化字段核对，不直接裸用客户信息。
BV032A-INC-P1T3-005,P1T3-N02,核实投诉关键信息并填写信息单,P1T3-TBL01,用户投诉信息单教学化表格,resource_card,P1,P1-T3,table;worksheet;checklist,data_checking,按投诉人信息、投诉内容、受理记录和处理结果四类字段填写信息单。,用户投诉信息单,用户投诉信息单,planned,pending_editorial_review,high,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,需删除或脱敏真实姓名、地址、电话、工作单位、工单号等个人信息后才能用于正式样章。
BV032A-INC-P1T3-006,P1T3-N02,核实投诉关键信息并填写信息单,P1T3-PRIV01,个人信息脱敏与授权检查,resource_card,P1,P1-T3,checklist;risk_card,risk_checking,检查投诉信息单是否包含姓名、电话、地址、录音、工单号等敏感信息，并标注脱敏或授权要求。,用户投诉信息单,隐私与数据安全检查记录,planned,pending_editorial_review,high,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,这是P1-T3区别于纯技术任务的关键治理项，后续字段规范应考虑个人信息类型和授权状态字段。
BV032A-INC-P1T3-007,P1T3-N02,核实投诉关键信息并填写信息单,P1T3-W02,投诉信息记录单,assessment_output,P1,P1-T3,worksheet;rubric,data_checking;risk_checking,提交完整投诉信息记录，并说明哪些信息可进入后续测试分析，哪些信息需脱敏。,用户投诉信息单,用户投诉信息单,planned,pending_professional_review,high,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,评价重点是字段完整性、可分析性和隐私边界。
BV032A-INC-P1T3-008,P1T3-N03,现场核实投诉场景与业务现象,P1T3-C04,现场预约与上门核实流程卡,resource_card,P1,P1-T3,process_table;scenario_card;checklist,process_ordering;risk_checking,按预约、准备、身份说明、取得同意、现场核实、结果告知的顺序整理现场流程。,现场核实记录,现场核实记录,planned,pending_editorial_review,medium,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,流程训练服务于现场核实，不等同于完整测试流程。
BV032A-INC-P1T3-009,P1T3-N03,现场核实投诉场景与业务现象,P1T3-C05,投诉现场业务现象观察表,resource_card,P1,P1-T3,table;checklist;worksheet,data_checking;case_analysis,观察并记录语音、视频、网页、覆盖环境、室分、阻挡和干扰等现场现象。,现场核实记录,现场核实记录,planned,pending_professional_review,medium,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,现象记录不能直接等同于根因结论，需连接P2/P3/P4后续任务。
BV032A-INC-P1T3-010,P1T3-N03,现场核实投诉场景与业务现象,P1T3-W03,现场核实记录,assessment_output,P1,P1-T3,worksheet;rubric,data_checking;risk_checking,提交现场核实记录，说明投诉是否复现、业务现象是什么、还需要补充哪些测试。,现场核实记录,现场核实记录,planned,pending_professional_review,medium,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,评价学生是否能把客户感知转成可验证的现场记录。
BV032A-INC-P1T3-011,P1T3-N04,形成投诉初判与后续任务入口,P1T3-C06,投诉原因初步定位案例卡,resource_card,P1,P1-T3,case_card;classification_table;worksheet,case_analysis;problem_classification,对弱覆盖、测试正常、室内无覆盖等教学模拟案例做初步问题类型判断和后续处理入口标注。,投诉初判与后续任务入口单,投诉初判与后续任务入口单,planned,pending_professional_review,high,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,案例偏4G语境，正式教材需改写为5G教学模拟案例或标注适用边界。
BV032A-INC-P1T3-012,P1T3-N04,形成投诉初判与后续任务入口,P1T3-C08A,投诉初判与后续任务入口辨析卡,resource_card,P1,P1-T3,case_table;worksheet;rubric,case_analysis;proposal_matching,把经典案例中的投诉内容、现场证据、初步问题类型、证据不足点和后续任务入口分开标注。,投诉初判与后续任务入口单,投诉初判与后续任务入口单,planned,pending_professional_review,high,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,从旧P1T3-C08拆出初判入口方向，避免把问题判断和客户回复混成一个资源。
BV032A-INC-P1T3-013,P1T3-N04,形成投诉初判与后续任务入口,P1T3-W04,投诉初判与后续任务入口单,assessment_output,P1,P1-T3,worksheet;rubric,problem_classification;proposal_matching,填写投诉初判、证据是否充分、后续进入测试、分析、验证或继续跟踪的理由。,投诉初判与后续任务入口单,投诉初判与后续任务入口单,planned,pending_professional_review,high,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,评价重点是初判边界和后续任务入口，不评价学生能否完成完整专业定位。
BV032A-INC-P1T3-014,P1T3-N05,沟通处理结果并形成跟踪闭环,P1T3-C07,处理结果反馈话术边界卡,resource_card,P1,P1-T3,text_card;scenario_card;checklist,correction_revision;risk_checking,比较已解决、短期可解决、短期无法解决三类反馈口径，找出越权承诺或解释不足处。,投诉处理反馈单,投诉处理反馈单,planned,pending_editorial_review,high,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,话术需编辑和专业双重复核，不能鼓励学生机械套用。
BV032A-INC-P1T3-015,P1T3-N05,沟通处理结果并形成跟踪闭环,P1T3-C08B,反馈表达与承诺边界辨析卡,resource_card,P1,P1-T3,case_table;worksheet;rubric,correction_revision;conclusion_writing,把经典案例中的处理结论、客户反馈、不能承诺事项和后续跟踪要求分开标注。,投诉处理反馈单,投诉处理反馈单,planned,pending_editorial_review,high,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,从旧P1T3-C08拆出反馈表达方向，重点治理越权承诺、不确定结论和责任表述。
BV032A-INC-P1T3-016,P1T3-N05,沟通处理结果并形成跟踪闭环,P1T3-PRIV02,电话录音与客户授权边界检查,resource_card,P1,P1-T3,checklist;risk_card,risk_checking,检查反馈记录是否涉及电话录音、客户确认、授权边界、敏感信息复述和投诉升级记录。,投诉处理反馈单,隐私与服务承诺检查记录,planned,pending_editorial_review,high,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,用于强化电话录音、客户授权、服务承诺和跟踪闭环的数据安全治理。
BV032A-INC-P1T3-017,P1T3-N05,沟通处理结果并形成跟踪闭环,P1T3-RPT01,投诉处理反馈单,assessment_output,P1,P1-T3,report_template;worksheet;rubric,conclusion_writing;correction_revision,填写问题类型、处理状态、客户反馈口径、后续跟踪和不能承诺的边界。,投诉处理反馈单,投诉处理反馈单,planned,pending_professional_review,high,reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv,评价重点是结论边界、客户沟通和后续跟踪，不是写漂亮回复。
BV04-INC-P2T1-001,P2T1-N01,明确DT/CQT测试任务与验收口径,P2T1-C01,DT/CQT任务目标与口径卡,resource_card,P2,P2-T1,text_card;comparison_table;concept_diagram,task_analysis;data_reading,阅读DT/CQT定义和任务要求，区分路测、定点业务测试、采集数据和验收口径。,测试任务与指标口径确认单,测试任务与指标口径确认单,planned,pending_professional_review,medium,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,NSA/SA内容只作为背景概念，不作为P2-T1能力节点。
BV04-INC-P2T1-002,P2T1-N01,明确DT/CQT测试任务与验收口径,P2T1-W01,测试任务与指标口径确认单,assessment_output,P2,P2-T1,worksheet;rubric,task_analysis;data_checking,填写测试对象、业务类型、需要采集的数据、指标口径和验收边界。,测试任务与指标口径确认单,测试任务与指标口径确认单,planned,pending_editorial_review,medium,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,评价学生能否先明确测试任务，而不是直接开始设备操作。
BV04-INC-P2T1-003,P2T1-N01,明确DT/CQT测试任务与验收口径,P2T1-IMG74-78,组网方式背景图重绘对象,media_review_object,P2,P2-T1,redrawn_image;concept_diagram,concept_reading,对照重绘后的SA/NSA背景图，说明其与本任务测试口径的关系。,测试任务与指标口径确认单,测试任务与指标口径确认单,planned,pending_media_review,medium,assets/media/image74.png;assets/media/image75.png;assets/media/image76.png;assets/media/image77.png;assets/media/image78.png,原图仅作重绘来源，不能直接替代测试任务学习材料。
BV04-INC-P2T1-004,P2T1-N02,准备测试资料、工具设备与入场许可,P2T1-TBL01,测试资料与工具设备核对表,resource_card,P2,P2-T1,table;checklist;worksheet,data_checking;risk_checking,按资料、工具、人员车辆、软件、服务器和测试模板六类核对准备状态。,测试准备核对单,测试准备核对单,planned,pending_editorial_review,high,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,设备清单下沉为核对表，避免把GPS、扫频仪、逆变器等拆成节点。
BV04-INC-P2T1-005,P2T1-N02,准备测试资料、工具设备与入场许可,P2T1-PERM01,入场许可与客户接口人核对卡,resource_card,P2,P2-T1,checklist;scenario_card,risk_checking;process_ordering,判断CQT测试是否需要提前申请人员名单、测试时段、工作证和客户接口人确认。,测试准备核对单,测试准备核对单,planned,pending_editorial_review,high,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,涉及授权和联系方式，正式教材必须模拟或脱敏。
