binding_id,node_id,node_name,binding_target_id,binding_target_title,binding_type,project_id,task_id,resource_type,learning_activity_type,student_action,student_output,assessment_output,binding_status,audit_status,risk_level,source_file,notes
BV03-0134,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-341,IMG-341 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,可用类问题路测图需标注。
BV03-0135,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-342,IMG-342 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,光链路故障证据需标注。
BV03-0136,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-343,IMG-343 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,可用类复测图需重绘。
BV03-0137,P4T2-N01,P4T2-N01,R-01,投诉线索归类互动,overall_prototype_resource,P4,P4-T2,互动,互动,投诉线索归类互动,样章内已有学习活动,样章内已有学习活动,样章内已有学习活动,教学模拟，待专业复核,medium,samples/digital_textbook_overall_prototype/data.js,教学模拟，待专业复核
BV03-0138A,P4T2-N03,读覆盖指标,R-02,覆盖/移动性指标表,overall_prototype_resource,P4,P4-T2,表格,表格,覆盖/移动性指标表,样章内已有,样章内已有,样章内已有,阈值待专业复核,medium,samples/digital_textbook_overall_prototype/data.js,覆盖指标部分阈值待专业复核
BV03-0138B,P4T2-N04,读移动性指标,R-02,覆盖/移动性指标表,overall_prototype_resource,P4,P4-T2,表格,表格,覆盖/移动性指标表,样章内已有,样章内已有,样章内已有,阈值待专业复核,medium,samples/digital_textbook_overall_prototype/data.js,移动性指标部分阈值待专业复核
BV03-0139,P4T2-N05,P4T2-N05,R-03,指标行标注活动,overall_prototype_resource,P4,P4-T2,互动,互动,指标行标注活动,样章内已有学习活动,样章内已有学习活动,样章内已有学习活动,教学模拟，待专业复核,medium,samples/digital_textbook_overall_prototype/data.js,教学模拟，待专业复核
BV03-0140A,P4T2-N07,形成验收结论,R-04,结论拼装与修正句,overall_prototype_resource,P4,P4-T2,学习单,学习单,结论拼装与修正句,样章内已有,样章内已有,样章内已有,待一线试看,medium,samples/digital_textbook_overall_prototype/data.js,验收结论拼装待一线试看
BV03-0140B,P4T2-N08,修正职业表达,R-04,结论拼装与修正句,overall_prototype_resource,P4,P4-T2,学习单,学习单,结论拼装与修正句,样章内已有,样章内已有,样章内已有,待一线试看,medium,samples/digital_textbook_overall_prototype/data.js,职业表达修正待一线试看
BV03-0141,P4-T2,任务2：5G网络优化结果验证,R-05,教师2课时带教材料,overall_prototype_resource,P4,P4-T2,教师材料,教师材料,教师2课时带教材料,样章内已有,样章内已有,样章内已有,待一线教师试看,medium,samples/digital_textbook_overall_prototype/data.js,任务级教师材料，覆盖P4T2-N01至P4T2-N08
BV03-0142,COURSE-5G-NETOPT,5G网络优化教材（高级）,R-06,全书媒体池,overall_prototype_resource,全书,多任务,图片/截图,图片/截图,全书媒体池,已抽取，未治理完成,已抽取，未治理完成,已抽取，未治理完成,不可默认发布,high,samples/digital_textbook_overall_prototype/data.js,全课程媒体治理池，不直接等同于可发布资源
BV03-0143,COURSE-5G-NETOPT,5G网络优化教材（高级）,R-07,课程能力图谱跨层映射表,overall_prototype_resource,全书,18个任务,结构化数据,结构化数据,课程能力图谱跨层映射表,已形成,已形成,已形成,需后续专家复核图谱合理性,medium,samples/digital_textbook_overall_prototype/data.js,课程级结构化映射，覆盖CG-01至CG-07
