v03_record_id,node_id,node_name,node_layer,parent_node_id,project_id,project_title,task_id,task_title,primary_job_process_id,secondary_job_process_ids,primary_ability_unit_id,secondary_ability_unit_ids,source_type,source_ref_id,source_maturity,student_title,student_learning_goal,student_action,student_output,assessment_output,resource_card_ids,resource_type,learning_activity_type,node_status,audit_status,review_required_type,risk_level,media_handling_status,professional_risk_type,version_status,v03_maturity,source_files,notes
N-V03-0081,P6T2-N05,建立掉线类问题复盘链,detail_capability,AU-10,P6,项目六：5G信令分析,P6-T2,任务2 5G信令问题分析及优化,JP-07,JP-03;JP-06;JP-07,AU-10,AU-03;AU-07;AU-09,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,v0.2_detail_field_table,掉线是怎么发生的,我能把掉线现象拆成可检查的几个原因链。,对照掉线表现，填写原因链、证据和待排除项。,掉线原因复盘单,掉线原因复盘单,P6T2-C05;P6T2-W05,text_card;worksheet;rubric,reflection_summary;problem_diagnosis;risk_checking,trial_split,pending_professional_review,professional;editorial,high,not_applicable,signal_analysis;case_logic;conclusion,current,trial_split_detail_node,reports/P6-T2详细能力节点字段表V0.2.csv,掉线定义、原因分类和复盘口径需专业复核。
N-V03-0082,P6T2-N06,提出优化建议并说明适用边界,detail_capability,AU-10,P6,项目六：5G信令分析,P6-T2,任务2 5G信令问题分析及优化,JP-07,JP-04;JP-06;JP-07,AU-10,AU-07;AU-09,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,v0.2_detail_field_table,不是只说原因，还要给建议,我能根据原因提出合适建议，并说明建议什么时候适用。,把原因卡与优化建议卡匹配，写出建议、适用条件和复测方式。,优化建议卡,优化建议卡,P6T2-C06;P6T2-W06,simulation_case;redrawn_image;worksheet;table,proposal_matching;risk_checking;comparison_analysis,trial_split,pending_media_review,professional;media;editorial;copyright,high,redraw_required,threshold;case_logic;conclusion;tool_screenshot,current,trial_split_detail_node,reports/P6-T2详细能力节点字段表V0.2.csv,功率、波束、CIO、切换触发时间等建议需专业复核。
N-V03-0083,P6T2-N07,输出信令问题分析与复盘报告,detail_capability,AU-10,P6,项目六：5G信令分析,P6-T2,任务2 5G信令问题分析及优化,JP-07,JP-06;JP-07,AU-10,AU-08;AU-09,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,v0.2_detail_field_table,把分析写成能交付的报告,我能把信令分析过程整理成别人能看懂、能复核的报告。,整理现象、证据链、原因判断、优化建议、复测方式和待复核点。,信令问题分析报告,信令问题分析报告,P6T2-C07;P6T2-W07;P6T2-RPT01,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,trial_split,pending_professional_review,professional;editorial,high,not_applicable,signal_analysis;conclusion;terminology;case_logic,current,trial_split_detail_node,reports/P6-T2详细能力节点字段表V0.2.csv,报告结构、信令结论和建议边界需教师及通信专业专家复核。
N-V03-0084,IMG-288,IMG-288 原教材媒体资源,media_asset,assets/media,P4,,P4-T2,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,media_extracted_pending_review,IMG-288,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,覆盖优化结果截图需重绘或标注后才能作为教学证据。
N-V03-0085,IMG-236,IMG-236 原教材媒体资源,media_asset,assets/media,P4,,P4-T2,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,media_extracted_pending_review,IMG-236,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,切换流程图需标注测量、判决、执行阶段。
N-V03-0086,IMG-245,IMG-245 原教材媒体资源,media_asset,assets/media,P4,,P4-T2,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,media_extracted_pending_review,IMG-245,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,SA切换流程需重绘为教学版。
N-V03-0087,IMG-289,IMG-289 原教材媒体资源,media_asset,assets/media,P4,,P4-T2,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,media_extracted_pending_review,IMG-289,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,切换优化结果截图需重绘或标注。
N-V03-0088,IMG-290,IMG-290 原教材媒体资源,media_asset,assets/media,P4,,P4-T2,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,media_extracted_pending_review,IMG-290,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,时延结果截图需替换为时延指标对比表。
N-V03-0089,IMG-291,IMG-291 原教材媒体资源,media_asset,assets/media,P4,,P4-T2,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,media_extracted_pending_review,IMG-291,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,速率结果截图需替换为速率指标对比表。
N-V03-0090,IMG-292,IMG-292 原教材媒体资源,media_asset,assets/media,P4,,P4-T2,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,media_extracted_pending_review,IMG-292,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,容量结果截图需重绘容量负荷图。
N-V03-0091,IMG-293,IMG-293 原教材媒体资源,media_asset,assets/media,P4,,P4-T2,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,media_extracted_pending_review,IMG-293,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,掉线结果截图需重绘掉线率证据链图。
N-V03-0092,IMG-325,IMG-325 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-325,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,性能验证数据源图需重绘为教学化选择图。
N-V03-0093,IMG-326,IMG-326 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-326,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,数据中心界面需重绘为教学化KPI对比表。
N-V03-0094,IMG-327,IMG-327 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-327,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,未下发A2重配截图需标注或重绘。
N-V03-0095,IMG-328,IMG-328 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-328,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,问题分析截图需标注。
N-V03-0096,IMG-329,IMG-329 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-329,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,A2重配正常截图需重绘对照。
N-V03-0097,IMG-330,IMG-330 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-330,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,PDU会话未完全建立截图需标注。
N-V03-0098,IMG-331,IMG-331 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-331,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,网络配置图需版权和清晰度审核。
N-V03-0099,IMG-332,IMG-332 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-332,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,配置截图需重绘。
N-V03-0100,IMG-333,IMG-333 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-333,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,优化过程截图需重绘。
N-V03-0101,IMG-334,IMG-334 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-334,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,PDU会话建立正常截图需重绘对照。
N-V03-0102,IMG-335,IMG-335 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-335,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,弱覆盖导致掉线截图需标注。
N-V03-0103,IMG-336,IMG-336 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-336,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,掉线效果验证截图需重绘为复测对比图。
N-V03-0104,IMG-337,IMG-337 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-337,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,乒乓切换测试图示需标注。
N-V03-0105,IMG-338,IMG-338 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-338,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,乒乓切换效果验证图需重绘。
N-V03-0106,IMG-339,IMG-339 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-339,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,低速率问题截图需标注。
N-V03-0107,IMG-340,IMG-340 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-340,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,低速率复测图需重绘。
N-V03-0108,IMG-341,IMG-341 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-341,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,可用类问题路测图需标注。
N-V03-0109,IMG-342,IMG-342 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-342,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,光链路故障证据需标注。
N-V03-0110,IMG-343,IMG-343 原教材媒体资源,media_asset,assets/media,P5,,P5-T3,,not_applicable,,not_applicable,,original_textbook;media_asset,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,media_extracted_pending_review,IMG-343,not_applicable,not_applicable,not_applicable,not_applicable,,,,draft,pending_media_review,media;copyright;editorial,high,redraw_required,,current,media_reference_node,reports/课程能力图谱V2关系边表.csv;assets/media/,可用类复测图需重绘。
N-V03-0111,R-01,投诉线索归类互动,resource_activity,P4T2-N01,P4,,P4-T2,,not_applicable,,not_applicable,,generated_output;overall_prototype,samples/digital_textbook_overall_prototype/data.js,output_binding,投诉线索归类互动,投诉线索归类互动,互动,样章内已有学习活动,样章内已有学习活动,R-01,互动,,draft,pending_editorial_review,editorial;professional,medium,,,current,resource_binding_from_overall_prototype,samples/digital_textbook_overall_prototype/data.js,教学模拟，待专业复核
N-V03-0112,R-02,覆盖/移动性指标表,resource_activity,P4T2-N03/P4T2-N04,P4,,P4-T2,,not_applicable,,not_applicable,,generated_output;overall_prototype,samples/digital_textbook_overall_prototype/data.js,output_binding,覆盖/移动性指标表,覆盖/移动性指标表,表格,样章内已有,样章内已有,R-02,表格,,draft,pending_editorial_review,editorial;professional,medium,,,current,resource_binding_from_overall_prototype,samples/digital_textbook_overall_prototype/data.js,阈值待专业复核
N-V03-0113,R-03,指标行标注活动,resource_activity,P4T2-N05,P4,,P4-T2,,not_applicable,,not_applicable,,generated_output;overall_prototype,samples/digital_textbook_overall_prototype/data.js,output_binding,指标行标注活动,指标行标注活动,互动,样章内已有学习活动,样章内已有学习活动,R-03,互动,,draft,pending_editorial_review,editorial;professional,medium,,,current,resource_binding_from_overall_prototype,samples/digital_textbook_overall_prototype/data.js,教学模拟，待专业复核
N-V03-0114,R-04,结论拼装与修正句,resource_activity,P4T2-N07/P4T2-N08,P4,,P4-T2,,not_applicable,,not_applicable,,generated_output;overall_prototype,samples/digital_textbook_overall_prototype/data.js,output_binding,结论拼装与修正句,结论拼装与修正句,学习单,样章内已有,样章内已有,R-04,学习单,,draft,pending_editorial_review,editorial;professional,medium,,,current,resource_binding_from_overall_prototype,samples/digital_textbook_overall_prototype/data.js,待一线试看
N-V03-0115,R-05,教师2课时带教材料,resource_activity,P4T2-N01-P4T2-N08,P4,,P4-T2,,not_applicable,,not_applicable,,generated_output;overall_prototype,samples/digital_textbook_overall_prototype/data.js,output_binding,教师2课时带教材料,教师2课时带教材料,教师材料,样章内已有,样章内已有,R-05,教师材料,,draft,pending_editorial_review,editorial;professional,medium,,,current,resource_binding_from_overall_prototype,samples/digital_textbook_overall_prototype/data.js,待一线教师试看
N-V03-0116,R-06,全书媒体池,resource_activity,多节点,全书,,多任务,,not_applicable,,not_applicable,,generated_output;overall_prototype,samples/digital_textbook_overall_prototype/data.js,output_binding,全书媒体池,全书媒体池,图片/截图,已抽取，未治理完成,已抽取，未治理完成,R-06,图片/截图,,draft,pending_editorial_review,editorial;professional,high,,,current,resource_binding_from_overall_prototype,samples/digital_textbook_overall_prototype/data.js,不可默认发布
N-V03-0117,R-07,课程能力图谱跨层映射表,resource_activity,CG-01-CG-07,全书,,18个任务,,not_applicable,,not_applicable,,generated_output;overall_prototype,samples/digital_textbook_overall_prototype/data.js,output_binding,课程能力图谱跨层映射表,课程能力图谱跨层映射表,结构化数据,已形成,已形成,R-07,结构化数据,,draft,teaching_transformed,editorial;professional,medium,,,current,resource_binding_from_overall_prototype,samples/digital_textbook_overall_prototype/data.js,需后续专家复核图谱合理性
N-V03A-INC-P2T2-001,P2T2-N01,判断测试异常现象与影响范围,detail_capability,P2-T2,P2,项目二：5G网络测试,P2-T2,任务2：5G网络测试问题处理,JP-03,JP-04,AU-03,AU-05,original_textbook;ai_inference,textbook:P2-T2 lines 1958-2082;v03a_increment:P2-T2,increment_trial_revised,先看现场发生了什么,能说清测试现场出现了什么异常、影响哪项测试、是否需要立刻处理。,阅读现场情境，填写异常现象、影响范围和初步类型。,测试异常现象判断单,测试异常现象判断单,P2T2A-C01,text_card;case_card;classification_table,case_intro;problem_classification,trial_split,pending_professional_review,professional;editorial,medium,not_applicable,procedure;case_logic,current,increment_trial_revised,reports/P2-T2增量补拆内部评审报告.md,替代旧版P2T2-N01，强调现象和影响范围，不只做类型分类。
N-V03A-INC-P2T2-002,P2T2-N02,按排查路径处理设备、软件与数据问题,detail_capability,P2-T2,P2,项目二：5G网络测试,P2-T2,任务2：5G网络测试问题处理,JP-03,JP-04,AU-03,AU-05,original_textbook;ai_inference,textbook:P2-T2 lines 1987-2040;image:image83;v03a_increment:P2-T2,increment_trial_revised,按路径排查问题,能按设备连接、供电、软件授权、驱动端口、数据保存的路径完成排查并记录证据。,根据异常现象选择排查分支，完成排查记录和下一步处理动作。,测试问题排查记录单,测试问题排查记录单,P2T2A-C02;P2T2A-C03;P2T2A-C04,text_card;process_table;flowchart;redrawn_image;worksheet,process_ordering;troubleshooting;data_checking,trial_split,pending_media_review,professional;media;editorial,high,redraw_required,tool_screenshot;hardware_safety;data_quality,current,increment_trial_revised,reports/P2-T2增量补拆内部评审报告.md;assets/media/image83.png,整合旧版硬件、软件和数据保存三个节点，具体分支下沉为资源和活动。
N-V03A-INC-P2T2-003,P2T2-N03,完成现场协调与责任升级,detail_capability,P2-T2,P2,项目二：5G网络测试,P2-T2,任务2：5G网络测试问题处理,JP-04,JP-03,AU-05,AU-03,original_textbook;ai_inference,textbook:P2-T2 lines 2042-2054;v03a_increment:P2-T2,increment_trial_revised,知道该找谁、怎么说,能区分项目内部、客户接口人、业主阻拦和后台支撑等协调对象，按合规路径升级问题。,根据现场情境选择责任人、升级路径和合规表达。,现场协调升级记录,现场协调升级记录,P2T2A-C05,scenario_card;matching;worksheet,role_matching;communication_routing,trial_split,pending_professional_review,professional;editorial,medium,not_applicable,work_process;communication,current,increment_trial_revised,reports/P2-T2增量补拆内部评审报告.md,保留旧版协调节点，但强化职业边界和合规表达。
N-V03A-INC-P2T2-004,P2T2-N04,形成问题处理闭环记录与预案,detail_capability,P2-T2,P2,项目二：5G网络测试,P2-T2,任务2：5G网络测试问题处理,JP-04,JP-03,AU-05,AU-03,original_textbook;ai_inference,textbook:P2-T2 lines 2056-2082;v03a_increment:P2-T2,increment_trial_revised,把处理过程写成可复盘记录,能把问题现象、排查过程、处理措施、责任人、处理结果和下次预防措施写成闭环记录。,复盘GPS打点失败案例，形成问题处理记录与预案。,测试问题闭环记录与预案,测试问题闭环记录与预案,P2T2A-C06;P2T2A-C07;P2T2A-C08,case_table;worksheet;report_template,case_analysis;reflection_summary;risk_checking,trial_split,pending_professional_review,professional;editorial,medium,not_applicable,case_logic;conclusion,current,increment_trial_revised,reports/P2-T2增量补拆内部评审报告.md,连接P2-T3数据分析入口，保留问题处理结果作为后续分析背景。
N-V031A-INC-P3T3-001,P3T3-N01,明确参数检查场景与检查对象,detail_capability,P3-T3,P3,项目三：5G网络信息管理,P3-T3,任务3：5G网络参数检查,JP-03,JP-04,AU-04,AU-05,original_textbook;ai_inference,textbook:P3-T3 lines 3834-3848;task_inventory:P3-T3;v031a_revision:P3-T3,increment_revision,先弄清为什么要查参数,我能根据掉话、切换异常、速率下降等现象确定需要检查无线、传输还是核心网参数。,阅读任务情境，选择检查对象，填写参数检查任务单。,参数检查任务单,参数检查任务单,P3T3-C01;P3T3-W01,text_card;case_card;worksheet;classification_table,case_intro;problem_classification,trial_split,pending_professional_review,professional;editorial,medium,not_applicable,procedure;case_logic,current,increment_revision,reports/P3-T3基于V0.3.1主数据补拆验证报告.md;reports/P3-T3增量补拆内部评审报告.md;reports/P3-T3增量补拆修订说明V0.3.1A.md,作为P3-T3入口节点，避免直接从大量公式和截图开始。
N-V031A-INC-P3T3-002,P3T3-N02,识读容量、覆盖与功率参数口径,detail_capability,P3-T3,P3,项目三：5G网络信息管理,P3-T3,任务3：5G网络参数检查,JP-03,JP-04,AU-04,AU-05,original_textbook;ai_inference,textbook:P3-T3 lines 3864-4250;v031a_revision:P3-T3,increment_revision,先读懂参数能说明什么,我能识读容量、覆盖、功率相关公式和参数边界，知道这些参数能支持什么判断、不能直接说明什么。,标注公式中的关键变量，完成规划参数读法与边界表。,规划参数读法与边界表,规划参数读法与边界表,P3T3-C02A;P3T3-C02B;P3T3-C02C;P3T3-W02,text_card;formula_card;parameter_table;worked_example;worksheet,formula_annotation;data_reading;boundary_checking,trial_split,pending_professional_review,professional;editorial,high,redraw_required,formula;threshold;terminology,current,increment_revision,reports/P3-T3基于V0.3.1主数据补拆验证报告.md;reports/P3-T3增量补拆内部评审报告.md;reports/P3-T3增量补拆修订说明V0.3.1A.md,V0.3.1A保留一个参数口径节点，但资源层拆为容量、覆盖/链路预算、功率与接入三类，避免学生端公式堆叠。
N-V031A-INC-P3T3-003,P3T3-N03,完成无线侧参数查询、导出与差异比较,detail_capability,P3-T3,P3,项目三：5G网络信息管理,P3-T3,任务3：5G网络参数检查,JP-03,JP-04,AU-04,AU-05,original_textbook;ai_inference,textbook:P3-T3 lines 3838-3860;lines 4675-4707;images:image147-image176;v031a_revision:P3-T3,increment_revision,会查无线侧参数并看出差异,我能在无线网管或导出表中找到目标小区参数，比较现网数据和目标数据，记录可能异常。,按查询路径排序，核对导出字段，填写无线参数差异检查记录。,无线参数差异检查记录,无线参数差异检查记录,P3T3-C04;P3T3-C05;P3T3-W03;IMG-173-176,redrawn_image;process_table;parameter_table;worksheet,process_ordering;parameter_comparison;data_checking,trial_split,pending_media_review,professional;media;editorial,high,redraw_required,tool_screenshot;parameter_boundary;procedure,current,increment_revision,reports/P3-T3基于V0.3.1主数据补拆验证报告.md;reports/P3-T3增量补拆内部评审报告.md;reports/P3-T3增量补拆修订说明V0.3.1A.md;assets/media/image173.png;assets/media/image174.png;assets/media/image175.png;assets/media/image176.png,无线侧作为三类并列检查分支之一，不再作为传输和核心网检查的前置顺序；原网管截图只作为待审媒体或重绘来源。
N-V031A-INC-P3T3-004,P3T3-N04,完成传输侧参数查询与承载参数核对,detail_capability,P3-T3,P3,项目三：5G网络信息管理,P3-T3,任务3：5G网络参数检查,JP-03,JP-04,AU-04,AU-05,original_textbook;ai_inference,textbook:P3-T3 lines 4251-4335;lines 4709-4730;images:image155-image165;v031a_revision:P3-T3,increment_revision,会核对传输侧是否支撑业务,我能根据站点回传、前传、带宽和QoS相关参数，判断传输侧是否需要进一步核查。,阅读传输参数表和场景说明，完成承载能力与关键参数核对。,传输参数核对记录,传输参数核对记录,P3T3-C06;P3T3-C07;P3T3-W04;IMG-155-165,redrawn_image;parameter_table;scenario_card;worksheet,parameter_comparison;risk_checking;data_checking,trial_split,pending_media_review,professional;media;editorial,high,redraw_required,terminology;parameter_boundary;tool_screenshot,current,increment_revision,reports/P3-T3基于V0.3.1主数据补拆验证报告.md;reports/P3-T3增量补拆内部评审报告.md;reports/P3-T3增量补拆修订说明V0.3.1A.md;assets/media/image155.png;assets/media/image156.png;assets/media/image157.png;assets/media/image158.png;assets/media/image159.png;assets/media/image160.png;assets/media/image161.png;assets/media/image162.png;assets/media/image163.png;assets/media/image164.png;assets/media/image165.png,传输侧作为三类并列检查分支之一，需要结合承载场景判断参数风险；相关组网图和网管截图均需媒体审查。
